Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Endurance Caldari Industrial Livery SKIN,1,1,19.650.000,L
Signal Suppression,19,22,19.625.622,L
Heavy Afocal Maser I,102,396,19.624.397,L
Dread Guristas Nova Rocket,2,1.289,19.604.058,L
Mjolnir Precision XL Cruise Missile,4,5.578,19.600.641,L
CSM 2 Electee Archive Script,1,1,19.600.000,L
Medium Particle Dispersion Augmentor I,14,54,19.587.244,L
Nova Heavy Missile Blueprint,15,25,19.564.576,L
Prophecy Navy Issue Versus Blueforce SKIN,1,1,19.560.000,L
Eris Aurora Universalis SKIN,2,2,19.558.990,L
Heavy J5b Enduring Warp Scrambler Blueprint,5,15,19.538.284,L
Fragmented Warp - Limited,2,6,19.534.720,L
Dramiel Glacial Drift SKIN,1,1,19.500.000,L
Azure Skies Satin - Unlimited,5,11,19.486.780,L
Sunesis Icecloud Investigators SKIN,6,7,19.482.811,L
Guristas Inferno Torpedo,19,59.787,19.471.884,L
Umbra Scoped Radar ECM,120,675,19.459.049,L
Corpii A-Type Small Remote Capacitor Transmitter,16,39,19.450.753,L
Corpum C-Type Medium Remote Capacitor Transmitter,17,32,19.409.224,L
Basilisk Biosecurity Responders SKIN,8,11,19.403.000,L
Large Core Defense Operational Solidifier I Blueprint,11,15,19.385.709,L
Leviathan Wiyrkomi SKIN,1,1,19.380.000,L
Compressed Sparkling Plagioclase,5,136.818,19.359.039,L
Small Rocket Fuel Cache Partition I,46,124,19.350.224,L
Exequror Navy Issue Glacial Drift SKIN,2,2,19.343.862,L
Thermal Armor Hardener I,21,252,19.339.807,L
Synth Sooth Sayer Booster Reaction Formula,3,21,19.313.409,L
Federation Navy Thorium Charge S,25,40.660,19.303.489,L
Myrmidon Exoplanets Hunter SKIN,3,3,19.296.119,L
Standard Exile Booster Reaction Formula,3,4,19.291.620,L
Compressed Dull Hezorime,6,77.650,19.276.834,L
Women's 'Oculina Carmina' Facial Augmentation,5,6,19.252.391,L
EFFA Compact Assault Damage Control,171,992,19.242.926,L
Dark Blood Standard L,3,7,19.238.125,L
Large Warhead Rigor Catalyst I Blueprint,12,15,19.231.657,L
Shield Rigging,43,122,19.214.785,L
Small Wrecked Hull Section,24,96,19.183.824,L
Heron Forward 4-4 SKIN,9,10,19.165.127,L
Thermal Shield Hardener I Blueprint,13,24,19.148.871,L
Buzzard Glacial Drift SKIN,3,3,19.138.072,L
Yan Jung Info Matrix,15,27,19.127.223,L
Apocalypse Kador SKIN,2,2,19.118.960,L
Compressed Shining Monazite,4,7.986,19.104.556,L
Corpum C-Type EM Energized Membrane,14,21,19.097.198,L
Keres Spirit SKIN,1,1,19.082.800,L
Low-grade Edge Omega,3,3,19.082.302,L
Signature Focusing,29,40,19.080.008,L
Nephrite,758,85.190,19.044.846,L
Nomad Biosecurity Responders SKIN,6,6,19.029.183,L
Nova Heavy Assault Missile,230,1.022.935,19.012.748,L
Men's 'Boarder' Cap (Digital Camo),1,1,19.000.000,L
Hardwiring - Zainou 'Sharpshooter' ZMX11,1,1,18.990.000,L
Guardian Thorium Charge L,5,6.947,18.980.999,L
Focused Modal Pulse Laser I,22,91,18.969.178,L
Heavy Assault Missile Launcher I Blueprint,15,53,18.935.402,L
Information Command Burst I Blueprint,8,14,18.926.137,L
Tristan Aurora Universalis SKIN,4,5,18.913.947,L
Glorified Decayed Medium Energy Nosferatu Mutaplasmid,3,4,18.912.478,L
Limited Neural Boost,35,40,18.867.686,L
Transport Relay Research Data Fragment,2,1.613,18.845.730,L
Men's Radioactives Reclamation Suit,7,11,18.829.587,L
Enduring Thermal Shield Hardener,225,747,18.813.597,L
Medium EM Shield Reinforcer I Blueprint,17,25,18.805.889,L
Coupling Array,3,12,18.800.000,L
Slasher Glacial Drift SKIN,2,2,18.800.000,L
Ice Harvesting,39,53,18.782.320,L
Domination Depleted Uranium M,5,7.186,18.774.436,L
Nova Javelin Rocket,80,367.216,18.761.872,L
Dark Blood Dual Heavy Beam Laser,5,10,18.755.921,L
Large Armor Repairer I,24,86,18.754.259,L
Harbinger GalNet StreamCast Unit SKIN,3,4,18.749.801,L
Plutonium Charge L Blueprint,22,25,18.732.959,L
Sentry Drone Interfacing,24,36,18.726.972,L
Huge Secure Container Blueprint,4,15,18.715.404,L
Zainou 'Gnome' Weapon Upgrades WU-1002,1,1,18.705.600,L
Minmatar Tactical Destroyer,15,19,18.688.706,L
Regulated Light Neutron Phase Cannon I,134,542,18.659.581,L
Armor EM Resistance Script,16,284,18.650.005,L
Small Drone Control Range Augmentor I,37,104,18.637.725,L
Aeon Glacial Drift SKIN,3,4,18.634.456,L
Torpedoes,33,40,18.633.906,L
Arch Angel EMP M,13,81.182,18.632.557,L
Coherent Asteroid Mining Crystal Type C II,4,12,18.604.563,L
Decayed 1MN Afterburner Mutaplasmid,36,110,18.602.937,L
Missile Projection,39,101,18.601.293,L
Men's 'Fatal Elite' Combat Boots,1,1,18.586.904,L
Paladin Biosecurity Responders SKIN,3,5,18.584.111,L
Medium Nanobot Accelerator I Blueprint,9,13,18.573.786,L
Scorpion Exoplanets Hunter SKIN,2,2,18.565.596,L
Crusader Cold Iron SKIN,4,5,18.549.583,L
Lead Charge L,106,657.694,18.548.521,L
Nuclear L Blueprint,9,24,18.520.865,L
Warp Scrambler I Blueprint,22,29,18.512.746,L
Medium Energy Neutralizer I Blueprint,13,20,18.507.017,L
Small Clarity Ward Enduring Shield Booster,353,720,18.495.290,L
Sansha Small Beam Laser Battery,2,6,18.481.482,L
125mm Railgun I,154,695,18.480.246,L
Vigil Dawn of Liberation SKIN,1,1,18.470.000,L
Medium Projectile Locus Coordinator I,11,28,18.468.524,L
Compulsive Scoped Multispectral ECM,167,694,18.455.337,L
Sansha Platinum Tag,18,242,18.410.882,L
Inquisitor Purity of the Throne SKIN,1,1,18.410.000,L
Cap Recharger I Blueprint,12,26,18.401.054,L
Isotopic Iodide Matte - Unlimited,4,6,18.398.447,L
Capital Polycarbon Engine Housing I,2,3,18.387.500,L
Chemosh Glacial Drift SKIN,3,16,18.366.662,L
Megathron Aurora Universalis SKIN,2,2,18.354.400,L
Tristan Quafe SKIN,3,3,18.350.474,L
Cormorant Zento Isideko Combine SKIN,1,1,18.350.010,L
Scourge Auto-Targeting Heavy Missile I Blueprint,20,21,18.349.054,L
Purifier Blood Raiders SKIN,1,1,18.345.000,L
Harpy Aurora Universalis SKIN,2,2,18.340.843,L
Executioner Kador SKIN,3,3,18.330.000,L
Compact Entropic Radiation Sink,119,288,18.329.258,L
Takmahl Centrifugal Primer,39,109,18.328.742,L
Men's 'Outlaw' Jacket (Burnt Orange),7,11,18.316.034,L
Cheetah Glacial Drift SKIN,2,2,18.306.235,L
Archon Aurora Universalis SKIN,4,4,18.288.750,L
Buzzard Versus Redforce SKIN,7,7,18.259.129,L
Women's 'Eico BioSec' Facial Augmentation,3,4,18.245.769,L
Huginn Aurora Universalis SKIN,1,1,18.235.922,L
Moros Spirit SKIN,1,2,18.215.490,L
Centii A-Type Kinetic Coating,28,64,18.214.537,L
Medium Remote Hull Repairer I Blueprint,7,8,18.212.057,L
Burst,55,130,18.158.869,L
Hakim Stormare's Tag,1,1,18.157.560,L
Medium Core Defense Field Purger I Blueprint,18,24,18.155.710,L
Reactor Control Unit I,67,357,18.140.792,L
Hulk Minmatar Industrial Livery SKIN,1,1,18.130.000,L
Men's 'Esquire' Coat (green/gold),2,2,18.123.594,L
Harbinger Glacial Drift SKIN,3,3,18.119.913,L
Heat Sink I,88,743,18.115.955,L
Probe Versus Blueforce SKIN,6,7,18.099.743,L
Low-grade Spur Beta,1,2,18.087.654,L
Frozen Droplet of Blood,2,2,18.040.433,L
Amarr Encryption Methods,129,370,18.035.453,L
Men's 'Curate' Coat (festive),5,8,18.024.865,L
Compressed Platinoid Omber,4,274.694,18.003.379,L
Huginn Glacial Drift SKIN,1,1,18.000.000,L
Enyo Spirit SKIN,1,1,18.000.000,L
Coherent Asteroid Mining Crystal Type C I,7,49,17.993.468,L
Small Particle Dispersion Projector I,50,629,17.986.032,L
Hurricane Deathglow Remnant SKIN,3,5,17.978.870,L
Common Moon Mining Crystal Type B I,5,51,17.973.487,L
Small Focused Modal Laser I,103,339,17.948.431,L
Polar Glaze Satin - Unlimited,6,11,17.948.076,L
Sunesis Glacial Drift SKIN,2,4,17.927.420,L
Caracal Aspirant Enforcer SKIN,9,9,17.919.545,L
Inquisitor Luminaire Zenith SKIN,1,1,17.912.022,L
Augoror Cold Iron SKIN,3,5,17.896.241,L
Yan Jung Glass Scale,22,63,17.894.715,L
Large Hydraulic Bay Thrusters I Blueprint,11,15,17.855.740,L
Large Projectile Locus Coordinator I,5,6,17.852.577,L
Medium Freight Container,41,142,17.850.753,L
Suppressed Lavender Gloss - Unlimited,5,7,17.834.200,L
Large Shield Extender I Blueprint,23,48,17.824.060,L
Nova Heavy Assault Missile Blueprint,14,23,17.824.041,L
Large Armor Repairer I Blueprint,17,23,17.812.906,L
Men's Frostline Exploration Suit,3,4,17.803.076,L
Buzzard Exoplanets Hunter SKIN,2,2,17.793.158,L
Federation Navy Uranium Charge L,7,34.279,17.793.082,L
Armor Rigging,86,180,17.775.091,L
Drone Assembly Array,3,5,17.771.556,L
Naga Caldari Navy SKIN,5,5,17.762.346,L
Coreli A-Type EM Coating,46,158,17.760.003,L
Scan Resolution Dampening Script,187,1.605,17.743.559,L
Advanced Target Management,39,48,17.735.887,L
Pillars of Inequality - Unlimited,6,13,17.702.837,L
Large Thermal Shield Reinforcer I,22,37,17.666.255,L
Ice Harvester Upgrade I,78,293,17.601.868,L
Medium Explosive Armor Reinforcer I Blueprint,9,11,17.550.277,L
Uncompromising Scarlet Matte - Limited,6,24,17.540.124,L
Venture Glacial Drift SKIN,5,7,17.527.448,L
Viator Glacial Drift SKIN,3,3,17.521.117,L
Quad Light Beam Laser I Blueprint,17,21,17.517.440,L
Guristas Spatial Destabilization Battery,1,1,17.500.000,L
Corrupted Neurosynaptic Profile,3,29,17.471.562,L
Blood Raider Extreme Ballistic Control,15,25,17.448.880,L
Medium Thermal Armor Reinforcer I Blueprint,7,12,17.446.028,L
Large Powergrid Subroutine Maximizer I Blueprint,12,15,17.439.851,L
Aeon Cold Iron SKIN,2,2,17.406.745,L
650mm Artillery Cannon I Blueprint,6,11,17.401.431,L
Medium EM Armor Reinforcer I Blueprint,8,13,17.397.189,L
Federation Navy Tungsten Charge M,15,57.694,17.316.173,L
Devoter Cold Iron SKIN,5,7,17.313.898,L
Enduring Explosive Shield Hardener,184,525,17.305.049,L
Forever 4-4 Firework,20,9.770,17.290.197,L
Kinetic Armor Hardener I,19,66,17.289.466,L
Eutectic Compact Cap Recharger,601,4.418,17.289.057,L
Apocalypse Navy Issue Ardishapur SKIN,7,9,17.288.007,L
Dual Light Beam Laser I,82,271,17.271.767,L
Hurricane Fleet Issue Glacial Drift SKIN,2,2,17.269.582,L
Men's 'Sterling' Dress Shirt (red/black leather),3,4,17.264.311,L
Omen Raata Sunset SKIN,2,5,17.256.093,L
Inferno Heavy Assault Missile Blueprint,15,25,17.246.948,L
Raven Biosecurity Responders SKIN,5,5,17.241.911,L
Small Focused Afocal Maser I,99,264,17.195.825,L
280mm Howitzer Artillery I Blueprint,7,15,17.176.145,L
Large Core Defense Charge Economizer I Blueprint,12,17,17.173.993,L
Drone Navigation Computer I Blueprint,8,11,17.148.942,L
R.A.M.- Robotics,89,51.801,17.148.305,L
125mm Light Gallium Machine Gun,31,66,17.141.924,L
Large Warhead Flare Catalyst I Blueprint,10,12,17.140.683,L
Zainou 'Gnome' Shield Management SM-701,14,18,17.116.335,L
Talocan Technology,20,38,17.116.264,L
Hoarder Biosecurity Responders SKIN,8,19,17.099.956,L
Bantam Combat Medic Section SKIN,3,3,17.063.722,L
Illusionary Tiger - Limited,4,17,17.046.499,L
Small Drone Scope Chip II,4,4,17.044.500,L
Large Emission Scope Sharpener I Blueprint,11,12,17.011.031,L
Polar Glaze Gloss - Unlimited,7,12,17.003.824,L
Small Sentry Damage Augmentor II,2,3,17.000.516,L
Nemesis Exoplanets Hunter SKIN,2,2,17.000.001,L
Taranis Exoplanets Hunter SKIN,1,1,16.990.000,L
Dual Modulated Pulse Energy Beam I,57,212,16.987.913,L
Women's 'Excursion' Pants (black/gold line),2,2,16.982.571,L
Large Processor Overclocking Unit I Blueprint,12,14,16.981.641,L
Festival Battleship SKINs, HyperCore and Snowballs Crate,1,1,16.981.440,L
Pacifier Biosecurity Responders SKIN,7,8,16.979.850,L
Tayra Wiyrkomi SKIN,2,2,16.964.000,L
Arch Angel EMP S,16,59.615,16.961.160,L
Medium Audit Log Secure Container,10,19,16.952.271,L
Type-D Restrained Overdrive Injector,222,833,16.944.301,L
Gravid Small Energy Nosferatu Mutaplasmid,18,40,16.943.299,L
Women's 'Purity Vector' Facial Augmentation,4,4,16.921.166,L
Large Core Defense Capacitor Safeguard I Blueprint,10,14,16.880.582,L
Griffin Guristas SKIN,1,2,16.879.625,L
Compressed Chromite,5,22.920,16.869.475,L
Large Rocket Fuel Cache Partition I Blueprint,11,14,16.868.000,L
Salvage Drone Operation,34,45,16.855.076,L
Vexor Versus Blueforce SKIN,8,10,16.829.495,L
Arch Angel Depleted Uranium M,9,18.474,16.807.229,L
Dark Blood Gamma S,3,3,16.800.389,L
Worm Versus Redforce SKIN,6,6,16.794.143,L
Arazu Glacial Drift SKIN,4,5,16.776.733,L
Krystallos,4,77,16.775.714,L
Focused Medium Beam Laser I Blueprint,16,19,16.753.375,L
Harbinger Exoplanets Hunter SKIN,2,2,16.738.947,L
Men's 'Rider' Pants (royal gold),1,1,16.725.200,L
Microwave XL,2,7,16.715.000,L
Bezdnacine,13,5.694,16.713.192,L
Limited Light Neutron Blaster I,107,401,16.707.786,L
Small Cap Battery I,130,509,16.703.622,L
Guristas Infiltrator Clone Corpse,1,1,16.670.000,L
Overdrive Injector System I,208,536,16.652.358,L
True Sansha Dual Heavy Beam Laser,7,9,16.652.302,L
Variegated Asteroid Mining Crystal Type C II,2,39,16.649.887,L
Zainou 'Deadeye' Target Navigation Prediction TN-901,16,34,16.647.495,L
Mordunium,2,12.017,16.632.803,L
Dual Heavy Anode Pulse Particle Stream I,67,269,16.618.773,L
Small Automated Structural Restoration,183,538,16.607.956,L
Scythe Exoplanets Hunter SKIN,2,3,16.597.910,L
Men's BioCrystal Protective Glasses,6,6,16.580.291,L
Standard M,159,1.440,16.572.436,L
Small Coaxial Compact Remote Armor Repairer,177,540,16.568.347,L
Large Hybrid Discharge Elutriation I,3,5,16.543.886,L
Amarr Hauler,32,38,16.513.906,L
Women's 'Eico Flamjaw' Facial Augmentation,4,6,16.493.026,L
Women's SOE Expeditionary Suit,5,12,16.484.313,L
Medium Targeting Systems Stabilizer I,9,15,16.483.263,L
Large Energy Ambit Extension I,4,9,16.479.243,L
Industrial Lux Gloss - Unlimited,6,9,16.457.597,L
Hammerhead SD-600 Blueprint,6,9,16.446.391,L
Centum C-Type EM Energized Membrane,13,19,16.438.698,L
Zainou 'Snapshot' Defender Missiles DM-803,2,2,16.426.967,L
Hive Collapse - Limited,3,13,16.422.574,L
Compressed Vanadinite,3,21.413,16.417.401,L
Sleeper Hyperbooster,11,13,16.413.903,L
Heretic Exoplanets Hunter SKIN,2,3,16.404.575,L
150mm Carbide Railgun I,231,824,16.398.111,L
Vulture Glacial Drift SKIN,2,2,16.397.444,L
Federation Navy Uranium Charge M,14,63.346,16.395.000,L
Tungsten Charge L,103,601.319,16.367.009,L
Modular Systems Hologram,3,9,16.329.551,L
Silvery Omber,31,145.560,16.327.179,L
Maller Cold Iron SKIN,3,3,16.305.000,L
Small Remote Hull Repairer I Blueprint,10,11,16.281.667,L
Algos Glacial Drift SKIN,4,4,16.278.655,L
Gelidus Aqua Satin - Unlimited,5,8,16.243.948,L
Large Egress Port Maximizer I Blueprint,11,13,16.242.726,L
Rocket Launcher I,87,1.960,16.241.272,L
Magic Crystal Ball,2,2,16.234.694,L
Women's 'Sterling' Dress Blouse (olive),1,1,16.230.000,L
Maller Sarum SKIN,5,6,16.228.299,L
Sanshas Ultraviolet L,8,29,16.196.381,L
Uncommon Moon Mining Crystal Type C II,1,1,16.190.200,L
Aeon Aurora Universalis SKIN,3,6,16.185.475,L
Medium I-ax Enduring Remote Armor Repairer,159,612,16.157.988,L
Mining Foreman,16,27,16.153.925,L
Medium Capacitor Control Circuit I Blueprint,17,22,16.137.935,L
Punisher Raata Sunset SKIN,7,9,16.124.008,L
Salvaging,19,22,16.117.716,L
Blood Silver Tag,40,139,16.115.437,L
Widow Versus Redforce SKIN,4,4,16.088.970,L
Megacity Crunch - Limited,5,22,16.084.230,L
Caldari Navy Kinetic Shield Amplifier,6,7,16.055.842,L
Vespa EC-600 Blueprint,8,10,16.054.326,L
Federation Navy Plutonium Charge M,9,32.861,16.039.090,L
Anshar Spirit SKIN,1,1,16.025.576,L
Yoiul Festival Firework,18,17.635,16.025.419,L
Medium S95a Scoped Remote Shield Booster,199,1.070,16.002.144,L
Purifier Aurora Universalis SKIN,2,2,16.000.010,L
Minmatar Listening Outpost,1,4,16.000.000,L
Broken Integrity Response Drones,2,8,16.000.000,L
Augoror Navy Issue Sarum SKIN,3,3,15.997.022,L
Gravid Medium Graviton Smartbomb Mutaplasmid,15,23,15.993.582,L
Low-grade Edge Beta,2,2,15.991.000,L
Nanofiber Internal Structure I,468,2.465,15.979.771,L
Encrypted Upwell Consortium Data Cache,5,6,15.975.254,L
Decayed 500MN Microwarpdrive Mutaplasmid,40,124,15.975.077,L
Rupture Semiotique Superluminal SKIN,6,7,15.962.996,L
Rimefrost Starburst Firework,21,9.492,15.954.480,L
Citric Substitute Matte - Unlimited,8,10,15.953.985,L
Small Armor Repairer I,184,397,15.943.745,L
Decayed Small Graviton Smartbomb Mutaplasmid,34,101,15.927.586,L
Compressed Lavish Chromite,5,6.359,15.925.897,L
Shadow Serpentis Brass Tag,21,62,15.906.308,L
Impetus Trading Cards,1,1,15.900.000,L
Medium Low Friction Nozzle Joints I Blueprint,15,18,15.887.747,L
Hypnos Compact Signal Distortion Amplifier I,157,577,15.887.434,L
Arch Angel Carbonized Lead XL,1,12.197,15.887.105,L
Small Remote Repair Augmentor I,17,52,15.884.859,L
Augoror Exoplanets Hunter SKIN,2,2,15.870.000,L
Charon Glacial Drift SKIN,2,2,15.846.270,L
Large Memetic Algorithm Bank I,3,5,15.815.918,L
Federation Navy Lead Charge L,14,48.629,15.793.137,L
Shadow Antimatter Charge M,6,6.753,15.790.093,L
Large Command Processor I Blueprint,10,12,15.785.985,L
Glorified Decayed Heavy Energy Neutralizer Mutaplasmid,4,6,15.780.855,L
Uncompromising Scarlet Satin - Limited,4,19,15.780.824,L
Tristan Glacial Drift SKIN,3,4,15.778.170,L
Epithal Glacial Drift SKIN,2,2,15.758.180,L
Large Bay Loading Accelerator I Blueprint,11,13,15.743.312,L
Cynabal Aurora Universalis SKIN,1,1,15.742.993,L
Eifyr and Co. 'Rogue' Afterburner AB-602,6,29,15.734.824,L
Tormentor Ironblood SKIN,2,2,15.717.139,L
Coercer Luminaire Zenith SKIN,3,4,15.711.472,L
150mm Light Prototype Automatic Cannon,73,354,15.702.646,L
Boosted Mint Satin - Unlimited,8,18,15.692.080,L
Kaalakiota Peaks Vodka,5,27,15.687.862,L
Guristas Platinum Tag,24,336,15.679.015,L
Large Hybrid Burst Aerator I Blueprint,7,8,15.665.378,L
Merlin Operation Permafrost SKIN,1,1,15.650.000,L
Heavy Capacitor Booster I,18,188,15.614.177,L
Compressed Twinkling Cobaltite,2,427,15.612.587,L
Raven Ghostbird SKIN,1,1,15.610.000,L
Dramiel Aurora Universalis SKIN,3,3,15.592.480,L
Xray XL,1,22,15.584.194,L
Coercer Cold Iron SKIN,5,5,15.579.817,L
Endurance Gallente Industrial Livery SKIN,4,6,15.574.174,L
Sunesis Versus Blueforce SKIN,8,10,15.557.475,L
Serpentis Large Railgun Battery,3,4,15.556.000,L
Compact Thermal Shield Amplifier,247,666,15.554.330,L
Drake Capsuleer Day XV SKIN,1,1,15.550.000,L
Linked Enduring Remote Sensor Booster,210,710,15.546.777,L
Maulus Navy Issue Exoplanets Hunter SKIN,2,5,15.542.835,L
Yoiul Festival Starburst Firework,14,5.335,15.530.582,L
Zainou 'Gypsy' Long Range Targeting LT-801,11,12,15.517.290,L
Infrared L Blueprint,9,11,15.497.877,L
Osprey Exoplanets Hunter SKIN,3,4,15.489.446,L
Women's 'Mirelle' T-Shirt (Upwell),3,4,15.484.580,L
Compact Kinetic Energized Membrane,87,375,15.480.836,L
Large Remote Repair Augmentor I Blueprint,6,11,15.480.596,L
Omen Deathglow Remnant SKIN,5,11,15.476.967,L
Dread Guristas Explosive Shield Hardener,13,28,15.455.318,L
Layered Energized Membrane I Blueprint,14,19,15.407.805,L
Serpentis Large Blaster Battery,2,3,15.390.834,L
Plutonium Charge XL,2,28.860,15.390.082,L
R.Db - Carthum Conglomerate,7,889,15.388.633,L
Fourier Compact Tracking Enhancer,178,806,15.380.073,L
Medium Engine Thermal Shielding I,10,29,15.359.213,L
Large Thermal Shield Reinforcer I Blueprint,11,15,15.303.208,L
Medium Shield Booster I Blueprint,26,45,15.297.316,L
Small Standard Container,139,957,15.294.773,L
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-901,10,32,15.289.559,L
Eifyr and Co. 'Rogue' Fuel Conservation FC-802,4,5,15.274.441,L
Blood of Pator Satin - Unlimited,6,8,15.272.506,L
Gallente Beta Nexus Chip,5,14,15.257.556,L
Light Ion Blaster I,58,1.664,15.253.976,L
Splatter Swipe - Limited,2,5,15.250.312,L
Signature Masking,24,25,15.248.234,L
Sabre Aurora Universalis SKIN,1,1,15.244.115,L
Scorpion Navy Issue Spirit SKIN,1,1,15.220.000,L
Serpentis Multi-tasking Processor,9,14,15.219.525,L
Medium Armor Repairer I,61,214,15.207.322,L
Small Hull Repairer I,33,300,15.200.467,L
Men's 'Hephaestus' Pants (white/red),7,10,15.192.688,L
Megathron Navy Issue Glacial Drift SKIN,2,2,15.191.020,L
Thrasher Glacial Drift SKIN,3,3,15.185.707,L
Small Secure Container,67,356,15.185.417,L
Domination 125mm Autocannon,5,7,15.159.574,L
'Concussion' Compact Small Graviton Smartbomb,238,650,15.154.940,L
A Pile of Logs,1,1,15.110.000,L
Anode Electron Particle Cannon I,32,87,15.109.160,L
Large Warhead Calefaction Catalyst I Blueprint,10,13,15.102.024,L
Federation Navy Iridium Charge S,27,70.090,15.085.394,L
Caldari Shuttle Exoplanets Hunter SKIN,3,6,15.042.300,L
Leviathan Biosecurity Responders SKIN,6,9,15.031.000,L
Thorium Charge L,106,1.042.056,15.002.721,L
Small Hybrid Metastasis Adjuster II,5,7,15.000.557,L
Federation Navy Fleet Commander Insignia,3,7,15.000.278,L
Large Tracking Diagnostic Subroutines II,1,1,15.000.000,L
Rifter Republic Fleet SKIN,6,6,14.997.440,L
Coercer Sarum SKIN,3,4,14.990.500,L
Revelation Cold Iron SKIN,1,1,14.990.000,L
CSM 7 Electee Archive Script,1,1,14.990.000,L
Jackdaw Biosecurity Responders SKIN,9,12,14.974.445,L
Curse Cold Iron SKIN,3,4,14.956.203,L
Kryos Glacial Drift SKIN,2,3,14.951.345,L
Small Warp Core Optimizer I,12,25,14.946.781,L
Heavy Missile Launcher I Blueprint,14,34,14.927.290,L
Iteron Mark V Lodestrike SKIN,12,16,14.925.574,L
Caldari Hauler,35,37,14.924.674,L
Redoubt Bolt Matte - Limited,20,24,14.923.467,L
Federation Navy Tungsten Charge S,21,19.277,14.919.261,L
Crucifier Navy Issue Spirit SKIN,1,1,14.915.833,L
Scan Rangefinding Array I Blueprint,23,26,14.913.699,L
Coesite,20,53.367,14.911.181,L
Cormorant Steel Cardinal SKIN,2,2,14.900.000,L
Khanid Slave Trader Insignia,1,1,14.900.000,L
R.A.M.- Ammunition Tech Blueprint,30,46,14.886.929,L
Ice Processing,26,37,14.873.197,L
Uranium Charge S,458,1.264.165,14.870.778,L
