Commodity,Number of trades,Traded items,Value of trades,https://www.adam4eve.eu/tradeVol_type.php
Daredevil Glacial Drift SKIN,7,8,44.266.939,
50MN Cold-Gas Enduring Microwarpdrive,837,4.325,44.236.405,
Low-grade Talon Omega,3,7,44.212.278,
Sacrilege Cold Iron SKIN,5,5,44.203.584,
Prophecy Exoplanets Hunter SKIN,4,23,44.191.385,
Tristan Valimor Legacy SKIN,4,5,44.110.364,
Maulus Navy Issue Spirit SKIN,3,4,44.081.396,
Caldari Navy Hookbill Glacial Drift SKIN,9,10,44.073.291,
Harpy Glacial Drift SKIN,8,9,44.062.670,
Talos Spirit SKIN,3,3,44.030.833,
Proton XL Blueprint,5,9,43.968.009,
The Friend Ship,7,11,43.864.103,
Medium Remote Armor Repairer I,17,45,43.854.158,
Decayed X-Large Shield Booster Mutaplasmid,57,149,43.846.392,
Men's Exoplanets Hunter Mission Suit,1,1,43.837.066,
Compressed Gleaming Spodumain,4,7.021,43.785.602,
Capital Projectile Collision Accelerator I,1,2,43.771.429,
Worm Glacial Drift SKIN,10,14,43.715.576,
Heavy Initiated Compact Warp Scrambler Blueprint,15,15,43.600.000,
Svipul Glacial Drift SKIN,7,8,43.596.003,
Incursus Blueprint,12,26,43.592.170,
Guristas Nova Heavy Missile,26,58.721,43.580.341,
Minokawa Frontier Safeguarder SKIN,3,4,43.562.629,
Small Beam Laser Specialization,23,33,43.511.067,
Wreathe Blueprint,5,8,43.510.491,
Scourge Precision XL Cruise Missile,2,1.345,43.500.000,
Information Command Burst I,33,88,43.430.544,
Rules of Engagement,2,3,43.381.454,
Warp Disrupt Probe Blueprint,15,23,43.353.219,
Nereus Exoplanets Hunter SKIN,3,8,43.326.048,
Serpentis Medium Railgun Battery,1,3,43.320.000,
Thorax Aliastra SKIN,2,3,43.313.188,
Brutix Navy Issue Luminaire Rising SKIN,3,3,43.300.500,
Wreathe Exoplanets Hunter SKIN,5,8,43.290.714,
Small Tracking Diagnostic Subroutines II,6,10,43.261.148,
Republic Fleet Private Insignia V,57,851,43.248.004,
Armageddon Navy Issue Spirit SKIN,1,1,43.187.500,
Rakovene,5,2.322,43.181.298,
Synth Crash Booster Reaction Formula,6,31,43.174.749,
Endurance Gallente Industrial Livery SKIN,4,4,43.130.032,
Probe Blueprint,11,16,43.094.132,
Machariel Spirit SKIN,1,1,43.068.750,
Inferno Light Missile,620,3.223.977,43.059.581,
Lavish Otavite,4,28.372,43.047.587,
Surgical Strike,22,28,43.042.623,
Women's 'Eternity' Suit (Yellow),38,43,42.904.837,
Pith A-Type Explosive Shield Hardener,6,8,42.901.587,
Large Salvage Tackle I,3,6,42.901.485,
Reports,63,202.792,42.787.683,
Men's 'Outlaw' Jacket (Guristas),8,11,42.775.860,
400mm Steel Plates I,36,122,42.775.387,
Gistum B-Type Kinetic Shield Amplifier,14,18,42.700.795,
Low-grade Talon Delta,3,5,42.636.431,
Praetor TD-900 Blueprint,6,8,42.628.728,
Compressed Luminous Kernite,21,224.262,42.617.819,
Rifter Krusual SKIN,1,2,42.588.971,
Anode Electron Particle Cannon I,60,167,42.578.462,
Hurricane Valklear Glory SKIN,4,4,42.567.391,
Fierce Dark Filament,259,1.256,42.556.817,
250mm 'Scout' Accelerator Cannon,204,630,42.462.272,
Layered Energized Membrane II,44,78,42.421.294,
Crucifier Ironblood SKIN,5,8,42.367.745,
Tempest Glacial Drift SKIN,10,10,42.328.681,
True Sanshas Microwave L,18,84,42.229.039,
Variegated Ore Processing,31,40,42.195.309,
Omen Navy Issue Exoplanets Hunter SKIN,3,7,42.161.916,
Centii A-Type EM Coating,25,56,42.145.372,
Large Cap Battery I Blueprint,14,21,42.109.307,
Heavy Energy Nosferatu I,12,25,42.079.264,
Limited Precise Ion Siege Blaster,1,1,42.070.000,
Nova Precision Light Missile,48,456.205,42.049.892,
Pure Improved Mindflood Booster,2,461,42.044.960,
Ishtar Biosecurity Responders SKIN,13,17,42.020.245,
Domination Large Cap Battery,1,1,41.995.000,
Federation Navy Comet Exoplanets Hunter SKIN,4,6,41.948.808,
Navy Cap Booster 75,33,2.357,41.946.867,
Drone Assembly Array,3,3,41.942.955,
Decayed Medium Shield Extender Mutaplasmid,52,134,41.905.054,
Discovery Survey Probe I Blueprint,12,13,41.903.985,
Centum C-Type EM Energized Membrane,14,26,41.887.714,
Kryos Spirit SKIN,3,4,41.846.300,
A Tank of Honor,4,5,41.827.547,
Valkyrie I Blueprint,28,50,41.805.649,
Prospector' EM Shield Amplifier,3,4,41.763.191,
Whiskey' Explosive Shield Amplifier,5,8,41.760.406,
True Sanshas Xray S,6,8,41.745.165,
Large Inductive Compact Remote Capacitor Transmitter,160,700,41.744.532,
Postcard From Poitot,3,4,41.669.675,
Shield Boost Amplifier I,51,170,41.661.884,
Small Algid Energy Administrations Unit II,6,16,41.633.886,
Decayed Large Shield Extender Mutaplasmid,64,184,41.627.655,
Inherent Implants 'Squire' Capacitor Management EM-801,29,67,41.622.719,
X-Large Shield Booster I,14,27,41.566.709,
Occator Glacial Drift SKIN,8,8,41.562.345,
Low-grade Grail Omega,3,6,41.556.929,
Sanshas Ultraviolet XL,4,35,41.554.436,
Rokh Exoplanets Hunter SKIN,3,4,41.521.988,
Crow Exoplanets Hunter SKIN,5,8,41.456.912,
Women's 'Excursion' Pants (black),2,2,41.445.000,
Xray L Blueprint,10,28,41.444.483,
Batch Compressed Luminous Kernite,4,2.374,41.432.148,
ECCM Script Blueprint,21,24,41.418.479,
Union of Eight Paths Firework,24,5.775,41.389.008,
Heron Warp Convergence SKIN,4,5,41.384.996,
Guristas Scourge Cruise Missile,25,97.069,41.366.859,
Advanced Industrial Ship Construction,18,20,41.366.358,
Limited Electron Blaster Cannon I,79,212,41.341.795,
Zealot Cold Iron SKIN,3,3,41.297.240,
Domination Thermal Shield Hardener,12,13,41.288.003,
Expired Tetrimon Precision Booster I,28,454,41.273.827,
Prowler Justice SKIN,5,5,41.235.865,
Batch Compressed Fiery Kernite,5,756,41.197.804,
Women's 'Outlaw' Pants (Guristas),4,5,41.166.353,
Coercer Harmonious Ascension SKIN,1,1,41.158.125,
Serpentis Complex Target Guider,13,14,41.157.726,
250mm Railgun I,47,220,41.156.441,
Reinforced Bulkheads I,37,900,41.132.713,
Coherent Ore Processing,34,40,41.106.842,
Manticore Glacial Drift SKIN,6,7,41.081.260,
75mm Compressed Coil Gun I,112,259,41.074.861,
Small Drone Control Range Augmentor II,9,21,41.025.937,
Powdered C-540 Graphite,135,101.398,41.011.363,
Bellicose Dawn of Liberation SKIN,2,2,40.996.667,
Endurance Glacial Drift SKIN,9,10,40.988.492,
R.A.M.- Starship Tech,111,66.144,40.939.347,
Yan Jung Technology,27,68,40.908.572,
Ice Harvesting Drone I,88,476,40.882.931,
Hurricane Snowline Bladeracer SKIN,2,2,40.860.000,
Medium Plasma Smartbomb I,6,103,40.817.148,
Medium Drone Durability Enhancer I,24,45,40.755.178,
1200mm Artillery Cannon I,10,27,40.752.588,
Jackdaw Biosecurity Responders SKIN,14,17,40.709.643,
Medium Projectile Burst Aerator I,39,62,40.700.407,
Thanatos Valimor Legacy SKIN,1,1,40.696.446,
Scorpion Guristas SKIN,1,1,40.675.000,
Exigent Sentry Drone Precision Mutaplasmid,12,39,40.663.135,
Small Ionic Field Projector I,101,391,40.622.669,
Halloween Horrors Headhunter Cruiser SKINs,1,2,40.615.102,
Hardwiring - Zainou 'Sharpshooter' ZMX11,3,4,40.613.660,
Nova XL Torpedo,3,12.783,40.593.710,
Small Arms,22,5.281,40.572.025,
Federation Navy Comet Spirit SKIN,1,2,40.563.195,
Small 'Settler' Shield Booster,9,15,40.554.717,
Curse Cold Iron SKIN,5,6,40.531.382,
Navy Cap Booster 25,56,9.282,40.528.498,
Cartesian Temporal Coordinator,105,21.078,40.523.872,
Hyperion Aliastra SKIN,1,2,40.480.000,
Medium Projectile Collision Accelerator I,46,117,40.447.964,
Reactions,31,43,40.393.279,
Sansha Copper Tag,34,95,40.389.908,
Calm Dark Filament,713,5.967,40.388.702,
Blood Ultraviolet XL,2,11,40.386.200,
Coesite,19,9.26,40.329.105,
350mm Compressed Coil Gun I,35,73,40.310.709,
Tempest Fleet Issue Glacial Drift SKIN,3,3,40.290.870,
Shield Boost Amplifier I Blueprint,11,11,40.216.950,
Capital Cap Battery I,3,5,40.203.174,
Microorganisms,31,44.156.011,40.198.513,
Augoror Ironblood SKIN,3,3,40.187.556,
Exceptional Moon Mining Crystal Type C I Blueprint,4,4,40.104.000,
Bestower Blueprint,5,9,40.100.759,
Compressed Shimmering Chromite,5,11.491,40.067.913,
Eagle Glacial Drift SKIN,6,7,40.063.128,
Small Autocannon Specialization,23,36,40.055.476,
Brokara's Modified EM Coating,1,1,40.020.000,
Republic Fleet Explosive Armor Hardener,4,6,40.019.195,
Women's 'Outlaw' Boots (Sansha's Nation),1,1,40.000.000,
Standup XL Cruise Missile Blueprint,4,4,40.000.000,
Breacher Dawn of Liberation SKIN,1,1,39.990.000,
Large Hybrid Metastasis Adjuster I,2,2,39.940.400,
Caldari State Starbase Charter,8,5.614,39.940.101,
Burst Blueprint,14,15,39.905.460,
Domination Dual 180mm Autocannon,3,4,39.904.140,
Gallente Shuttle Spirit SKIN,3,3,39.817.673,
Federation Navy Iron Charge M,20,50.901,39.814.053,
50MN Microwarpdrive I,163,249,39.748.664,
Pure Improved Frentix Booster,2,221,39.736.333,
Eifyr and Co. 'Rogue' Warp Drive Operation WD-610,2,2,39.734.617,
Capital Hybrid Ambit Extension II,1,1,39.690.000,
200mm Crystalline Carbonide Restrained Plates,287,1.351,39.663.941,
Prismatic Gneiss,19,25.499,39.609.099,
"Festival Battleship SKINs, HyperCore and Snowballs Crate",2,2,39.570.371,
Prospect Rockbreaker Pioneers SKIN,23,27,39.569.993,
Sunesis Capsuleer Day XVI SKIN,7,8,39.552.993,
Tornado Republic Fleet SKIN,4,5,39.540.136,
Boobook Versus Blueforce SKIN,2,2,39.527.314,
Heron Exoplanets Hunter SKIN,6,7,39.522.940,
Garmur Glacial Drift SKIN,6,7,39.498.920,
Soxfour's Spaceboots,4,5,39.462.333,
Men's 'Eico Auroralite' Facial Augmentation,10,14,39.446.440,
Deimos Glacial Drift SKIN,6,7,39.404.516,
Nemesis Spirit SKIN,2,3,39.362.089,
Stork Guristas SKIN,2,2,39.354.213,
Low-grade Spur Epsilon,3,4,39.346.182,
Decayed Heavy Energy Neutralizer Mutaplasmid,43,146,39.337.959,
Caldari Encryption Methods,88,2.738,39.327.984,
250mm Carbide Railgun I,236,816,39.282.153,
Blood Infrared XL,2,10,39.270.034,
Prophecy Glacial Drift SKIN,5,6,39.264.671,
Scorpion Spirit SKIN,3,4,39.218.296,
Compressed Shining Monazite,1,68,39.124.488,
True Sanshas Standard S,6,15,39.119.533,
Coherent Asteroid Mining Crystal Type C I,6,51,39.074.402,
Women's 'Excursion' Pants (black/gold line),2,2,39.013.407,
Artificial Neural Network,747,83.284,38.972.294,
Stiletto Hunter's Quiver SKIN,2,2,38.955.556,
Bistot,29,10.004,38.939.645,
Osprey Glacial Drift SKIN,8,9,38.921.393,
Myrmidon Aurora Universalis SKIN,11,15,38.907.513,
Medium 'Lone Ranger' Shield Booster,9,11,38.879.322,
Hyperion Exoplanets Hunter SKIN,3,4,38.878.663,
Catalyst Glacial Drift SKIN,10,11,38.865.607,
Small Focused Anode Particle Stream I,110,349,38.820.632,
Arbitrator Cold Iron SKIN,1,1,38.773.854,
Ark Biosecurity Responders SKIN,8,8,38.763.806,
Pro-Nav Compact Missile Guidance Enhancer,87,172,38.737.533,
Blood Energy Neutralizing Battery,2,3,38.725.000,
Shadow Tungsten Charge XL,2,3.856,38.680.250,
Rapid Light Missile Launcher I,88,671,38.650.903,
Wyvern Capsuleer Day XV SKIN,1,2,38.637.456,
Amarr Strategic Cruiser,17,21,38.606.404,
True Sanshas Gamma M,2,3,38.591.778,
Women's Triglavian Survival Suit (Encounter),16,18,38.574.616,
Small Projectile Metastasis Adjuster II,10,32,38.554.917,
Compressed Replete Cinnabar,2,8.905,38.541.111,
Republic Fleet Dual 425mm Autocannon,2,4,38.517.778,
Claw Dawn of Liberation SKIN,1,1,38.516.667,
Antimatter Charge L Blueprint,34,40,38.490.505,
Small Compact Pb-Acid Cap Battery,940,2.473,38.483.334,
Imicus Spirit SKIN,4,4,38.480.186,
Capital Energy Discharge Elutriation II,2,102,38.432.922,
Ammatar Navy Focused Medium Beam Laser,1,2,38.418.722,
Miasmos Exoplanets Hunter SKIN,3,4,38.390.447,
Claw Aurora Universalis SKIN,7,8,38.369.083,
Amarr Empire Starbase Charter,6,15.494,38.340.594,
Pure Standard Drop Booster,2,1.365,38.335.791,
Tempest Capsuleer Day XV SKIN,1,2,38.315.876,
Agitated Electrical Filament,262,1.853,38.250.310,
Endurance Caldari Industrial Livery SKIN,3,4,38.228.413,
Medium EM Armor Reinforcer I Blueprint,10,39,38.163.119,
Shadow Serpentis Kinetic Armor Hardener,30,42,38.156.496,
Scourge Auto-Targeting Cruise Missile I Blueprint,13,14,38.141.720,
Moa Forward 4-4 SKIN,4,4,38.112.112,
Merlin Hunter's Quiver SKIN,5,7,38.109.132,
Crucifier,57,137,38.092.102,
Incursus Capsuleer Day XV SKIN,2,2,38.091.600,
Electronic Superiority Charge,68,170.41,38.056.096,
Condor Exoplanets Hunter SKIN,10,11,38.005.971,
Hyena Dawn of Liberation SKIN,1,1,37.990.000,
Arkonor,50,25.475,37.980.526,
Arch Angel EMP M,16,43.624,37.963.186,
Osprey Exoplanets Hunter SKIN,5,9,37.961.209,
Large Blaster Battery,2,4,37.954.444,
Ultraviolet L Blueprint,9,18,37.928.261,
Small Gremlin Compact Energy Neutralizer,531,1.742,37.863.352,
Flycatcher Exoplanets Hunter SKIN,3,4,37.851.171,
Scorpion Forward 4-4 SKIN,4,4,37.761.687,
Magic Crystal Ball,3,4,37.761.069,
Punisher Imperial Navy SKIN,4,4,37.749.649,
Basilisk Glacial Drift SKIN,9,10,37.731.732,
Zainou 'Deadeye' Missile Bombardment MB-702,4,5,37.713.584,
Apocalypse Navy Issue Cold Iron SKIN,2,2,37.693.750,
Women's 'Vise' Cybernetic Arm (blue and black ringed right),3,3,37.667.477,
EMP L Blueprint,10,23,37.664.805,
Stabber Dawn of Liberation SKIN,1,1,37.663.333,
Typhoon Glacial Drift SKIN,8,8,37.596.331,
Modal Light Electron Particle Accelerator I,79,215,37.568.455,
Rare Moon Mining Crystal Type B I,7,50,37.538.620,
Dual Heavy Beam Laser I Blueprint,5,6,37.500.000,
Stasis Webification Probe Blueprint,12,18,37.484.507,
Pith B-Type Explosive Shield Hardener,8,17,37.384.292,
Small Energy Metastasis Adjuster II,9,16,37.368.995,
Hel Biosecurity Responders SKIN,5,6,37.360.200,
Conductive Thermoplastic,277,8.895,37.354.616,
Iridium Charge XL Blueprint,5,7,37.350.278,
Small Graviton Smartbomb II,7,21,37.248.885,
Women's 'Oculina Carmina' Facial Augmentation,7,11,37.206.205,
Federation Navy Sergeant Insignia I,213,3.323,37.173.730,
Basic' Overdrive Injector System,6,14,37.127.145,
Megathron Glacial Drift SKIN,10,10,37.098.724,
Imperial Navy Small Focused Pulse Laser,3,5,37.096.350,
Optimal Range Script Blueprint,18,23,37.082.806,
Gravid Small Energy Neutralizer Mutaplasmid,21,43,37.050.560,
Mining Barge,46,52,36.997.976,
Prospect Gallente Industrial Livery SKIN,4,5,36.954.615,
Thrasher Aurora Universalis SKIN,15,22,36.942.292,
100MN Afterburner I,64,121,36.905.967,
150mm Railgun I,204,772,36.902.137,
Men's Exoplanets Program Director Coat,3,4,36.863.820,
Scourge Fury XL Cruise Missile,3,5.837,36.858.380,
Malediction Glacial Drift SKIN,8,9,36.843.771,
Federation Navy Tungsten Charge L,10,46.75,36.834.629,
Explosive Coating II,53,99,36.822.420,
Caracal Navy Issue Glacial Drift SKIN,7,8,36.821.315,
Ares Exoplanets Hunter SKIN,4,5,36.812.181,
Women's 'Structure' Skirt (red),5,6,36.799.073,
Procurer Blood Raider Industrial Livery SKIN,1,1,36.767.500,
Nanite Operation,33,43,36.764.625,
Absolution Exoplanets Hunter SKIN,2,3,36.761.078,
Medium Drone Speed Augmentor I,26,40,36.750.010,
ECCM Script,559,2.491,36.729.144,
Plutonium Charge XL,4,137.131,36.717.237,
Guristas Inferno Light Missile,70,130.901,36.713.702,
Ferox Luminaire Rising SKIN,1,1,36.700.000,
Kryos Glacial Drift SKIN,8,9,36.672.873,
Hurricane Fleet Issue Glacial Drift SKIN,7,7,36.656.119,
Javelin S,191,1.349.260,36.636.468,
Common Moon Mining Crystal Type C II,2,68,36.627.200,
Rapier Justice SKIN,2,2,36.616.750,
Maulus Blueprint,12,18,36.612.565,
Medium Hull Repairer I,26,61,36.583.586,
Angels Arisen Firework,20,7.806,36.579.435,
Inherent Implants 'Highwall' Mining MX-1001,21,33,36.552.397,
Dark Blood Standard S,6,10,36.476.787,
Widow Versus Redforce SKIN,2,2,36.433.330,
Cyclone Exoplanets Hunter SKIN,4,8,36.402.972,
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1002,4,5,36.349.708,
Maelstrom Aurora Universalis SKIN,9,9,36.343.951,
Phased Plasma XL Blueprint,3,5,36.333.333,
Cap Booster 150 Blueprint,14,31,36.313.965,
Modal Electron Particle Accelerator I,44,120,36.301.012,
Small Hull Repairer II,23,52,36.248.952,
Pontifex Order of Tetrimon SKIN,3,3,36.246.516,
Takmahl Solid Mox,71,268,36.201.288,
Stabber Valklear Glory SKIN,5,5,36.163.701,
Compressed Titanite,3,22.536,36.136.140,
Yan Jung Thunder Kite,30,77,36.135.192,
Nighthawk Glacial Drift SKIN,6,6,36.119.382,
Explosive Armor Hardener I Blueprint,9,9,36.108.905,
Decayed 500MN Microwarpdrive Mutaplasmid,49,147,36.092.422,
Rokh Deathglow Remnant SKIN,6,8,36.090.957,
Dread Guristas Inferno Rocket,6,1.821,36.055.276,
Heretic Glacial Drift SKIN,8,9,36.053.666,
Gist B-Type Kinetic Shield Hardener,4,4,36.049.500,
Uranium Charge XL Blueprint,6,7,36.023.951,
Khanid Royal Insignia,19,98,35.979.465,
Kestrel Aurora Universalis SKIN,8,10,35.896.562,
Medium Mercoxit Mining Crystal Optimization I,23,71,35.884.212,
Fierce Firestorm Filament,253,1.135,35.879.587,
Pure Synth Frentix Booster,4,319,35.828.301,
Moa Caldari Navy SKIN,3,3,35.803.274,
Abyssal Asteroid Mining Crystal Type A I,8,79,35.790.757,
Inferno Heavy Assault Missile,267,899.965,35.775.571,
Common Moon Mining Crystal Type C I Blueprint,4,4,35.758.800,
Crow Glacial Drift SKIN,6,7,35.728.083,
Scourge Heavy Missile Blueprint,29,39,35.688.088,
Shadow Lead Charge XL,2,5.08,35.686.150,
Shadow Serpentis 150mm Railgun,7,14,35.672.354,
Arbitrator Kador SKIN,5,5,35.642.662,
Nanowire Composites,7,214,35.639.683,
Compressed Glazed Hedbergite,8,51.192,35.637.600,
Caldari Navy Kinetic Shield Amplifier,9,12,35.634.531,
Medium Powergrid Subroutine Maximizer I,15,20,35.628.672,
True Sansha Dual Light Beam Laser,6,9,35.588.733,
Heavy Pulse Laser I,29,125,35.587.788,
Heavy Assault Missile Launcher I,44,372,35.573.472,
Hyperion Hunter's Quiver SKIN,4,4,35.568.672,
Large Energy Discharge Elutriation I Blueprint,4,5,35.533.528,
Dark Blood Infrared L,5,11,35.525.731,
Optical Compact Tracking Computer,303,971,35.425.748,
Medium Emission Scope Sharpener II,7,8,35.406.239,
Phased Plasma XL,4,33.208,35.403.470,
Tracking Speed Script Blueprint,22,29,35.355.953,
Inherent Implants 'Lancer' Small Energy Turret SE-602,6,9,35.349.795,
Republic Fleet Proton S,27,91.659,35.342.268,
Buzzard Versus Redforce SKIN,5,5,35.338.806,
Small Artillery Specialization,20,31,35.295.568,
Rifter Exoplanets Hunter SKIN,6,11,35.285.568,
Medium Kinetic Armor Reinforcer I Blueprint,8,19,35.284.455,
Dread Guristas Mjolnir Cruise Missile,5,1.479,35.271.159,
Malediction Capsuleer Day XV SKIN,1,1,35.266.667,
Men's 'Hephaestus' Pants (white/red),32,37,35.251.940,
Venture Guristas Industrial Livery SKIN,1,1,35.250.000,
Algos Exoplanets Hunter SKIN,5,6,35.222.042,
Jackdaw Glacial Drift SKIN,7,7,35.165.941,
Scourge Heavy Assault Missile Blueprint,23,34,35.160.329,
Medium Inverted Signal Field Projector II,6,7,35.152.798,
Federation Navy Lead Charge M,15,50.93,35.115.557,
Medium F-RX Compact Capacitor Booster,567,2.063,35.103.285,
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-902,4,5,35.063.108,
Small Murky Compact Remote Shield Booster,291,766,35.052.726,
Wightstorm Vitarka Booster II,166,608,35.038.567,
Compressed Copious Titanite,4,1.285,35.023.884,
Kestrel Caldari Navy SKIN,4,4,35.021.643,
Raven Glacial Drift SKIN,5,6,35.007.533,
Fused Nanomechanical Engines,108,24.223,34.988.552,
Nyx Biosecurity Responders SKIN,5,6,34.983.742,
Dramiel Spirit SKIN,3,3,34.937.704,
Tempest Aurora Universalis SKIN,9,13,34.932.776,
Women's 'Avenue' Shirt (red),1,1,34.922.222,
Abatis' 100mm Steel Plates,5,8,34.891.846,
Omen Warp Convergence SKIN,3,4,34.839.485,
Zainou 'Gypsy' Sensor Linking SL-905,2,2,34.830.750,
Small Ancillary Remote Armor Repairer,38,76,34.817.138,
Gyrostabilizer I,147,873,34.810.545,
Women's Caldari Navy Crew Jacket,3,3,34.741.250,
Imperial Navy Infrared S,43,442,34.673.605,
Raven Wiyrkomi SKIN,2,2,34.631.267,
Mjolnir Light Missile,584,2.959.272,34.628.152,
Iridescent Gneiss,19,20.443,34.596.531,
Catalyst Spirit SKIN,3,3,34.589.252,
Limited Memory Augmentation,39,53,34.557.595,
High Noon' Thermal Shield Amplifier,5,6,34.555.541,
Corpii A-Type Kinetic Coating,21,41,34.541.219,
Medium Liquid Cooled Electronics II,6,8,34.531.414,
Punisher Aurora Universalis SKIN,9,11,34.525.624,
Atron Spirit SKIN,3,3,34.520.820,
Huge Secure Container,25,65,34.510.215,
Decayed 1MN Afterburner Mutaplasmid,51,167,34.464.504,
Ferox Exoplanets Hunter SKIN,3,4,34.394.990,
Griffin Navy Issue Spirit SKIN,2,2,34.389.515,
Prophecy Hunter's Quiver SKIN,1,1,34.360.000,
Buzzard Glacial Drift SKIN,9,9,34.340.606,
1200mm Heavy Prototype Siege Cannon,50,98,34.313.982,
"Little Helper, Female",2,7,34.312.617,
Typhoon Fleet Issue Biosecurity Responders SKIN,7,9,34.305.534,
